programming language,tiobe index ratings,job amount,average salary,linkedin skill,github user count,wiki view Oct 2024,search count Oct 2024,stack_overflow_count_2024,location_count,tiobe index ratings_T,job amount_T,average salary_T,linkedin skill_T,wiki view Oct 2024_T,github user count_T,search count Oct 2024_T,stack_overflow_count_2024_T,location_count_T,kmeans_2,agg_cluster,dbscan_cluster,gmm_cluster2,som_cluster,optics_cluster,birch_cluster
FLUX,0.0,4,11001366.058827206,0,0,-1.0,0,0,2,-0.2329050265749095,-0.3656352535709609,0.3053905247479934,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,27,9,0
ECMAScript,0.0,3,13176238.465116275,68,-1,-1.0,1,0,2,-0.2329050265749095,-0.3723157891081208,0.5475888782937361,-0.2877645641982563,-0.29391470507639,-0.1988286361903127,-0.3577191201809385,-0.3563138748987036,-0.3934795418011692,1,1,0,0,33,9,0
Argus,0.0,3,10322222.222222224,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3723157891081208,0.2297596424163136,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,32,11,0
Assembly,1.13,6,9375530.66194122,2200,48,486.0,54,35,3,0.2869840015906662,-0.352274182496641,0.1243340843225693,-0.1983422022256835,0.5241682088050346,-0.1608969027353885,2.826393010028471,0.064272458451568,-0.0624270426896085,1,1,0,1,0,-1,0
PowerShell,0.21,21,5552177.658067975,847,46,8.0,38,63,2,-0.1362884815175901,-0.2520661494392415,-0.3014425267027629,-0.2550910088621239,-0.2787961296658504,-0.1624451367539568,1.865151612229404,0.4007415251317854,-0.3934795418011692,1,1,0,1,1,37,0
Visual FoxPro,0.67,5,4916170.059592846,1500,-1,125.0,2,0,2,0.0753477600365381,-0.3589547180338009,-0.3722696670664098,-0.2277022647870348,-0.0822546493288345,-0.1988286361903127,-0.2976415328184968,-0.3563138748987036,-0.3934795418011692,1,1,0,1,19,10,0
FoxPRO,0.67,6,4637549.741552597,1600,-1,-1.0,1,0,2,0.0753477600365381,-0.352274182496641,-0.4032974101646273,-0.2235079701354132,-0.29391470507639,-0.1988286361903127,-0.3577191201809385,-0.3563138748987036,-0.3934795418011692,1,1,0,1,19,10,0
Delphi,1.68,5,5088090.1441868255,770,-1,169.0,0,28,2,0.5400273338836455,-0.3589547180338009,-0.3531242857972833,-0.2583206157438726,-0.0083416139884183,-0.1988286361903127,-0.4177967075433803,-0.0198448082184862,-0.3934795418011692,1,1,0,1,13,-1,0
SCM,0.0,2,9190476.19047619,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,0.1037260301785643,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,32,12,0
Red,0.0,14,9600474.90325898,0,0,-1.0,0,0,4,-0.2329050265749095,-0.2988298981993612,0.1493843469169243,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,0.268625456421952,1,1,0,0,21,3,0
MetaL,0.0,3,6789724.960127592,0,0,-1.0,0,0,1,-0.2329050265749095,-0.3723157891081208,-0.163626663056196,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,31,14,0
SaltStack,0.0,1,14000000.0,31,0,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,0.6393246908803591,-0.2893164532193563,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,26,0
bamboo,0.0,13,4155178.345026291,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3055104337365212,-0.457015300785887,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,18,0
Mercury,0.0,3,12842905.131782943,0,0,-1.0,0,0,1,-0.2329050265749095,-0.3723157891081208,0.5104681790371762,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,25,0
UNITY,0.0,12,6091128.553806561,10000,-1,-1.0,29,0,4,-0.2329050265749095,-0.3121909692736812,-0.2414238243584659,0.1288127806008019,-0.29391470507639,-0.1988286361903127,1.324453325967429,-0.3563138748987036,0.268625456421952,1,1,0,1,6,-1,0
Arduino,0.0,2,3889331.25,23000,-1,2663.0,86,0,1,-0.2329050265749095,-0.3789963246452808,-0.4866205909739902,0.6740710853116111,4.181183616443354,-0.1988286361903127,4.748875805626605,-0.3563138748987036,-0.7245320409127298,1,0,0,1,0,43,0
SAS,0.76,15,3107142.7691049664,3800,1,122.0,0,0,4,0.1167548507753892,-0.2921493626622012,-0.5737267410577406,-0.1312334877997378,-0.0872941744656811,-0.1972804021717443,-0.4177967075433803,-0.3563138748987036,0.268625456421952,1,1,0,1,14,-1,0
SPSS,0.0,22,2049910.28708134,83000,-1,1517.0,0,0,4,-0.2329050265749095,-0.2453856139020815,-0.6914623680861371,3.1906478762845767,2.2560850141679687,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,0.268625456421952,1,1,0,1,10,-1,0
SIGNAL,0.0,4,2974287.2807017546,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3656352535709609,-0.5885218069465376,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,20,0
Spatial,0.0,15,3137366.9030568367,450,-1,-1.0,0,0,1,-0.2329050265749095,-0.2921493626622012,-0.5703609180975884,-0.2717423586290617,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,-1,0
AL,0.0,5,5022470.8556217095,0,-1,-1.0,0,0,3,-0.2329050265749095,-0.3589547180338009,-0.3604317874260486,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.0624270426896085,1,1,0,0,20,5,0
jasper,0.0,3,11754785.899224805,0,-1,-1.0,0,0,2,-0.2329050265749095,-0.3723157891081208,0.3892929386759675,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,33,9,0
PowerBuilder,0.0,1,11000000.0,527,0,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,0.3052383975713189,-0.2685127517473131,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,32,11,0
SRL,0.0,2,11632178.848837208,0,-1,-1.0,2,0,1,-0.2329050265749095,-0.3789963246452808,0.3756391603434518,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.2976415328184968,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,-1,0
Logos,0.21,2,6813000.0,0,-1,-1.0,0,0,1,-0.1362884815175901,-0.3789963246452808,-0.1610347057903317,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,1,31,-1,0
Virgil,0.0,1,11000000.0,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,0.3052383975713189,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,32,11,0
Dale,0.0,1,11000000.0,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,0.3052383975713189,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,32,11,0
LUCID,0.0,1,11000000.0,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,0.3052383975713189,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,32,11,0
CUDA,0.0,2,15000000.0,284,0,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,0.7506867886500393,-0.2787048877507536,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,26,0
LINQ,0.0,1,12264357.697674418,1000,-1,-1.0,0,0,0,-0.2329050265749095,-0.3856768601824408,0.446039923115585,-0.2486737380451429,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-1.0555845400242905,1,1,0,0,32,28,0
JOVIAL,0.0,2,12264357.697674418,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,0.446039923115585,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,25,0
APL,0.05,3,6019884.435550963,0,0,-1.0,0,0,1,-0.2099010872755477,-0.3723157891081208,-0.2493577188211605,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,30,15,0
BASIC A+,0.0,6,3509775.333982419,0,-1,-1.0,0,0,2,-0.2329050265749095,-0.352274182496641,-0.5288887340026005,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,19,8,0
Cell,0.0,2,7407602.577650769,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,-0.094818515403883,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,31,14,0
MIMIC,0.0,4,5400189.961071825,0,-1,-1.0,0,0,2,-0.2329050265749095,-0.3656352535709609,-0.3183681954754368,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,19,8,0
Charity,0.0,2,6520336.743574051,0,-1,-1.0,0,0,2,-0.2329050265749095,-0.3789963246452808,-0.1936262999660312,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,25,6,0
Meson,0.0,1,12264357.697674418,0,0,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,0.446039923115585,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,25,0
DYNAMO,0.0,1,12264357.697674418,0,-1,-1.0,0,38,1,-0.2329050265749095,-0.3856768601824408,0.446039923115585,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,0.100322715595877,-0.7245320409127298,1,1,0,1,33,-1,0
Haskell,0.56,3,9026520.950991984,20,40,74.0,6,11,2,0.0247390935779422,-0.3723157891081208,0.0854676307692729,-0.2897778256310346,-0.1679265766552261,-0.1670898388096618,-0.05733118336873,-0.2241295987029039,-0.3934795418011692,1,1,0,1,26,31,0
PLANNER,0.0,2,12264357.697674418,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,0.446039923115585,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,33,25,0
Gherkin,0.0,3,6075217.678632851,1000,0,-1.0,0,0,1,-0.2329050265749095,-0.3723157891081208,-0.2431956927951618,-0.2486737380451429,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,30,15,0
frame,0.0,4,5278802.215552111,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3656352535709609,-0.3318861894600441,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,30,16,0
Tea,0.0,1,31222900.0,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,2.5573029645577825,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,35,38,0
Sqlalchemy,0.0,6,3709826.3210376888,226,-1,-1.0,17,0,1,-0.2329050265749095,-0.352274182496641,-0.5066106364232307,-0.2811375786486941,-0.29391470507639,-0.1988286361903127,0.6035222776181286,-0.3563138748987036,-0.7245320409127298,1,1,0,0,12,34,0
Erlang,0.16,14,3291520.9981992943,101,9,-1.0,18,18,1,-0.1592924208169518,-0.2988298981993612,-0.5531939946827374,-0.2863804469632212,-0.29391470507639,-0.191087466097471,0.6635998649805703,-0.1400123320328496,-0.7245320409127298,1,1,0,1,12,34,0
Sage,0.0,5,3193881.4513005977,0,-1,20.0,0,0,1,-0.2329050265749095,-0.3589547180338009,-0.5640673394506575,-0.290616684561359,-0.2586380291184641,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,1,24,-1,0
Lisp,0.52,1,2550847.4576271186,104,1,118.0,8,13,1,0.0063359421384528,-0.3856768601824408,-0.6356769539233512,-0.2862546181236725,-0.0940135413148098,-0.1972804021717443,0.0628239913561533,-0.2000960939400312,-0.7245320409127298,1,1,0,1,12,33,0
Lua,0.56,1,2550847.4576271186,327,145,42.0,22,46,1,0.0247390935779422,-0.3856768601824408,-0.6356769539233512,-0.2769013410505563,-0.221681511448256,-0.0858075528348243,0.903910214430337,0.1964567346473677,-0.7245320409127298,1,1,0,1,7,34,0
F#,0.15,1,2550847.4576271186,0,2,-1.0,0,12,1,-0.1638932086768242,-0.3856768601824408,-0.6356769539233512,-0.290616684561359,-0.29391470507639,-0.1965062851624602,-0.4177967075433803,-0.2121128463214676,-0.7245320409127298,1,1,0,1,18,-1,0
bloom,0.0,3,3112134.04887096,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3723157891081208,-0.5731709016724442,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,20,0
score,0.0,4,2097275.7795171365,0,-1,-1.0,0,0,2,-0.2329050265749095,-0.3656352535709609,-0.686187647486593,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,18,-1,0
HL7,0.0,4,3055351.5542120533,60,-1,-1.0,0,0,1,-0.2329050265749095,-0.3656352535709609,-0.5794943193942557,-0.288100107770386,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,20,0
VBA,0.0,9,2669043.566689615,3500,-1,147.0,50,28,2,-0.2329050265749095,-0.3322325758851611,-0.6225143872699377,-0.1438163717546026,-0.0452981316586264,-0.1988286361903127,2.5860826605787044,-0.0198448082184862,-0.3934795418011692,1,1,0,1,0,37,0
ActionScript,0.05,3,3112134.04887096,1000,19,109.0,1,0,1,-0.2099010872755477,-0.3723157891081208,-0.5731709016724442,-0.2486737380451429,-0.1091321167253495,-0.1833462960046293,-0.3577191201809385,-0.3563138748987036,-0.7245320409127298,1,1,0,1,18,-1,0
Elixir,0.16,4,3212282.5826624166,233,17,86.0,0,34,1,-0.1592924208169518,-0.3656352535709609,-0.5620181508608698,-0.2808439780230806,-0.1477684761078398,-0.1848945300231977,-0.4177967075433803,0.0522557060701317,-0.7245320409127298,1,1,0,1,18,-1,0
MAPPER,0.0,1,3178571.571428572,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.565772279789808,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,19,0
Boo,0.0,7,2400483.054421769,0,0,-1.0,9,0,1,-0.2329050265749095,-0.345593646959481,-0.652421849294185,-0.290616684561359,-0.29391470507639,-0.1980545191810285,0.1229015787185949,-0.3563138748987036,-0.7245320409127298,1,1,0,0,12,33,0
Pan,0.0,2,2902285.785714286,0,0,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,-0.5965400444708951,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,21,0
l2,0.0,13,5554524.992813157,0,-1,-1.0,0,0,2,-0.2329050265749095,-0.3055104337365212,-0.3011811225813718,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.3934795418011692,1,1,0,0,19,8,0
Augment,0.0,2,1895989.2583732056,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,-0.7086033367339422,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,18,23,0
FP,0.0,2,776315.7894736842,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,-0.8332925230476476,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,18,24,0
Vale,0.0,2,776315.7894736842,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,-0.8332925230476476,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,18,24,0
candor,0.0,1,776315.7894736842,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.8332925230476476,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,18,24,0
Stata,0.05,1,776315.7894736842,831,-1,86.0,27,0,1,-0.2099010872755477,-0.3856768601824408,-0.8332925230476476,-0.2557620960063834,-0.1477684761078398,-0.1988286361903127,1.2042981512425457,-0.3563138748987036,-0.7245320409127298,1,1,0,1,6,-1,0
Arc,0.0,1,3015662.727272727,0,0,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.5839141504202368,-0.290616684561359,-0.29391470507639,-0.1980545191810285,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,22,0
DML,0.0,8,3062648.019556395,0,-1,-1.0,40,0,2,-0.2329050265749095,-0.338913111422321,-0.578681769707206,-0.290616684561359,-0.29391470507639,-0.1988286361903127,1.9853067869542875,-0.3563138748987036,-0.3934795418011692,1,1,0,1,6,37,0
IPL,0.0,1,3015662.727272727,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.5839141504202368,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,22,0
XL,0.0,4,3732736.052989353,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3656352535709609,-0.5040593606137521,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,18,0
Star,0.0,3,2975334.568968969,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3723157891081208,-0.588405178728131,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,20,0
fox,0.0,2,2840777.777777778,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3789963246452808,-0.6033897052643389,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,21,0
LEAP,0.0,7,2382912.6984126987,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.345593646959481,-0.6543785209979152,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,18,-1,0
Dockerfile,0.0,1,5592859.090909091,88,99,-1.0,26,0,1,-0.2329050265749095,-0.3856768601824408,-0.2969121570012999,-0.286925705267932,-0.29391470507639,-0.121416935261896,1.1442205638801035,-0.3563138748987036,-0.7245320409127298,1,1,0,1,6,-1,0
Dc,0.0,1,5592859.090909091,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.2969121570012999,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,30,16,0
VBScript,0.33,2,3327448.015974184,692,-1,80.0,11,0,1,-0.0810790271991218,-0.3789963246452808,-0.5491930866167173,-0.2615921655721374,-0.1578475263815329,-0.1988286361903127,0.2430567534434783,-0.3563138748987036,-0.7245320409127298,1,1,0,1,12,33,0
CORAL,0.0,1,3244448.151351352,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.5584361256557152,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,24,19,0
UniVerse,0.0,1,1520833.3333333333,0,-1,-1.0,0,0,1,-0.2329050265749095,-0.3856768601824408,-0.7503814875371072,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,-0.7245320409127298,1,1,0,0,18,23,0
C2,0.0,38,1560416.6666666665,0,-1,-1.0,0,0,12,-0.2329050265749095,-0.138497045307522,-0.7459734045003906,-0.290616684561359,-0.29391470507639,-0.1988286361903127,-0.4177967075433803,-0.3563138748987036,2.917045449314437,1,1,0,0,23,39,0
